split,filename,question_id,rollout_idx,prefix_idx,label,prefix_words,total_words,token_length,distance_from_end,yes_count,no_count,total_resamples,mean_yes_position,cot_prefix_n_words,cot_prefix_n_chars
train,bb_causal_judgement_059_rollout_010_prefix_0.json,bb_causal_judgement_059,10,0,yes,840,865,,25,,,,,840,4839
train,bb_causal_judgement_059_rollout_010_prefix_1.json,bb_causal_judgement_059,10,1,no,565,865,,300,,,,,565,3208
train,bb_causal_judgement_059_rollout_010_prefix_2.json,bb_causal_judgement_059,10,2,no,365,865,,500,,,,,365,2079
train,bb_causal_judgement_059_rollout_010_prefix_3.json,bb_causal_judgement_059,10,3,no,165,865,,700,,,,,165,950
train,bb_causal_judgement_059_rollout_011_prefix_0.json,bb_causal_judgement_059,11,0,yes,508,533,,25,,,,,508,2857
train,bb_causal_judgement_059_rollout_011_prefix_1.json,bb_causal_judgement_059,11,1,yes,478,533,,55,,,,,478,2693
train,bb_causal_judgement_059_rollout_011_prefix_2.json,bb_causal_judgement_059,11,2,no,33,533,,500,,,,,33,185
train,bb_causal_judgement_059_rollout_012_prefix_0.json,bb_causal_judgement_059,12,0,yes,814,839,,25,,,,,814,4595
train,bb_causal_judgement_059_rollout_012_prefix_1.json,bb_causal_judgement_059,12,1,yes,804,839,,35,,,,,804,4528
train,bb_causal_judgement_059_rollout_012_prefix_2.json,bb_causal_judgement_059,12,2,no,139,839,,700,,,,,139,753
train,bb_causal_judgement_059_rollout_013_prefix_0.json,bb_causal_judgement_059,13,0,yes,791,826,,35,,,,,791,4557
train,bb_causal_judgement_059_rollout_013_prefix_1.json,bb_causal_judgement_059,13,1,no,326,826,,500,,,,,326,1858
train,bb_causal_judgement_059_rollout_013_prefix_2.json,bb_causal_judgement_059,13,2,no,126,826,,700,,,,,126,729
train,bb_causal_judgement_059_rollout_014_prefix_0.json,bb_causal_judgement_059,14,0,yes,1970,2005,,35,,,,,1970,11193
train,bb_causal_judgement_059_rollout_014_prefix_1.json,bb_causal_judgement_059,14,1,no,1505,2005,,500,,,,,1505,8505
train,bb_causal_judgement_059_rollout_014_prefix_2.json,bb_causal_judgement_059,14,2,no,905,2005,,1100,,,,,905,5172
train,bb_causal_judgement_059_rollout_014_prefix_3.json,bb_causal_judgement_059,14,3,no,505,2005,,1500,,,,,505,2863
train,bb_causal_judgement_059_rollout_014_prefix_4.json,bb_causal_judgement_059,14,4,no,105,2005,,1900,,,,,105,568
train,bb_causal_judgement_059_rollout_015_prefix_0.json,bb_causal_judgement_059,15,0,yes,706,741,,35,,,,,706,3952
train,bb_causal_judgement_059_rollout_017_prefix_0.json,bb_causal_judgement_059,17,0,yes,838,863,,25,,,,,838,4683
train,bb_causal_judgement_059_rollout_017_prefix_1.json,bb_causal_judgement_059,17,1,no,163,863,,700,,,,,163,887
train,bb_causal_judgement_059_rollout_018_prefix_0.json,bb_causal_judgement_059,18,0,yes,590,635,,45,,,,,590,3380
train,bb_causal_judgement_059_rollout_018_prefix_1.json,bb_causal_judgement_059,18,1,yes,580,635,,55,,,,,580,3322
train,bb_causal_judgement_059_rollout_018_prefix_2.json,bb_causal_judgement_059,18,2,no,335,635,,300,,,,,335,1885
train,bb_causal_judgement_059_rollout_018_prefix_3.json,bb_causal_judgement_059,18,3,no,135,635,,500,,,,,135,766
train,bb_causal_judgement_059_rollout_019_prefix_0.json,bb_causal_judgement_059,19,0,yes,863,888,,25,,,,,863,4948
train,bb_causal_judgement_059_rollout_019_prefix_1.json,bb_causal_judgement_059,19,1,no,588,888,,300,,,,,588,3312
train,bb_causal_judgement_059_rollout_019_prefix_2.json,bb_causal_judgement_059,19,2,no,388,888,,500,,,,,388,2232
train,bb_causal_judgement_059_rollout_020_prefix_0.json,bb_causal_judgement_059,20,0,no,502,802,,300,,,,,502,2808
train,bb_causal_judgement_059_rollout_020_prefix_1.json,bb_causal_judgement_059,20,1,no,302,802,,500,,,,,302,1659
train,bb_causal_judgement_059_rollout_020_prefix_2.json,bb_causal_judgement_059,20,2,no,102,802,,700,,,,,102,585
train,bb_causal_judgement_059_rollout_021_prefix_0.json,bb_causal_judgement_059,21,0,yes,455,480,,25,,,,,455,2591
train,bb_causal_judgement_059_rollout_021_prefix_1.json,bb_causal_judgement_059,21,1,yes,425,480,,55,,,,,425,2394
train,bb_causal_judgement_059_rollout_021_prefix_2.json,bb_causal_judgement_059,21,2,no,180,480,,300,,,,,180,1006
train,bb_causal_judgement_059_rollout_022_prefix_0.json,bb_causal_judgement_059,22,0,yes,465,520,,55,,,,,465,2723
train,bb_causal_judgement_059_rollout_023_prefix_0.json,bb_causal_judgement_059,23,0,yes,598,653,,55,,,,,598,3488
train,bb_causal_judgement_059_rollout_023_prefix_1.json,bb_causal_judgement_059,23,1,no,353,653,,300,,,,,353,1991
train,bb_causal_judgement_059_rollout_024_prefix_0.json,bb_causal_judgement_059,24,0,yes,2169,2214,,45,,,,,2169,11787
train,bb_causal_judgement_059_rollout_024_prefix_1.json,bb_causal_judgement_059,24,1,yes,2159,2214,,55,,,,,2159,11722
train,bb_causal_judgement_059_rollout_024_prefix_10.json,bb_causal_judgement_059,24,10,no,114,2214,,2100,,,,,114,595
train,bb_causal_judgement_059_rollout_024_prefix_2.json,bb_causal_judgement_059,24,2,no,1914,2214,,300,,,,,1914,10378
train,bb_causal_judgement_059_rollout_024_prefix_3.json,bb_causal_judgement_059,24,3,no,1514,2214,,700,,,,,1514,8202
train,bb_causal_judgement_059_rollout_024_prefix_4.json,bb_causal_judgement_059,24,4,no,1314,2214,,900,,,,,1314,7169
train,bb_causal_judgement_059_rollout_024_prefix_5.json,bb_causal_judgement_059,24,5,no,1114,2214,,1100,,,,,1114,6103
train,bb_causal_judgement_059_rollout_024_prefix_6.json,bb_causal_judgement_059,24,6,no,914,2214,,1300,,,,,914,5016
train,bb_causal_judgement_059_rollout_024_prefix_7.json,bb_causal_judgement_059,24,7,no,714,2214,,1500,,,,,714,3934
train,bb_causal_judgement_059_rollout_024_prefix_8.json,bb_causal_judgement_059,24,8,no,514,2214,,1700,,,,,514,2784
train,bb_causal_judgement_059_rollout_024_prefix_9.json,bb_causal_judgement_059,24,9,no,314,2214,,1900,,,,,314,1700
train,bb_causal_judgement_059_rollout_025_prefix_0.json,bb_causal_judgement_059,25,0,no,494,794,,300,,,,,494,2767
train,bb_causal_judgement_059_rollout_025_prefix_1.json,bb_causal_judgement_059,25,1,no,294,794,,500,,,,,294,1653
train,bb_causal_judgement_059_rollout_025_prefix_2.json,bb_causal_judgement_059,25,2,no,94,794,,700,,,,,94,522
train,bb_causal_judgement_059_rollout_026_prefix_0.json,bb_causal_judgement_059,26,0,yes,2098,2153,,55,,,,,2098,11727
train,bb_causal_judgement_059_rollout_026_prefix_1.json,bb_causal_judgement_059,26,1,no,1653,2153,,500,,,,,1653,9277
train,bb_causal_judgement_059_rollout_026_prefix_2.json,bb_causal_judgement_059,26,2,no,853,2153,,1300,,,,,853,4815
train,bb_causal_judgement_059_rollout_026_prefix_3.json,bb_causal_judgement_059,26,3,no,253,2153,,1900,,,,,253,1406
train,bb_causal_judgement_059_rollout_026_prefix_4.json,bb_causal_judgement_059,26,4,no,53,2153,,2100,,,,,53,285
train,bb_causal_judgement_059_rollout_027_prefix_0.json,bb_causal_judgement_059,27,0,yes,1266,1321,,55,,,,,1266,7251
train,bb_causal_judgement_059_rollout_027_prefix_1.json,bb_causal_judgement_059,27,1,no,821,1321,,500,,,,,821,4716
train,bb_causal_judgement_059_rollout_029_prefix_0.json,bb_causal_judgement_059,29,0,yes,1350,1375,,25,,,,,1350,7808
train,bb_causal_judgement_059_rollout_029_prefix_1.json,bb_causal_judgement_059,29,1,yes,1330,1375,,45,,,,,1330,7694
train,bb_causal_judgement_059_rollout_029_prefix_2.json,bb_causal_judgement_059,29,2,no,1075,1375,,300,,,,,1075,6198
train,bb_causal_judgement_059_rollout_029_prefix_3.json,bb_causal_judgement_059,29,3,no,675,1375,,700,,,,,675,3951
train,bb_causal_judgement_072_rollout_000_prefix_0.json,bb_causal_judgement_072,0,0,yes,390,415,,25,,,,,390,2220
train,bb_causal_judgement_072_rollout_000_prefix_1.json,bb_causal_judgement_072,0,1,yes,360,415,,55,,,,,360,2042
train,bb_causal_judgement_072_rollout_000_prefix_2.json,bb_causal_judgement_072,0,2,no,115,415,,300,,,,,115,657
train,bb_causal_judgement_072_rollout_001_prefix_0.json,bb_causal_judgement_072,1,0,yes,382,417,,35,,,,,382,2158
train,bb_causal_judgement_072_rollout_001_prefix_1.json,bb_causal_judgement_072,1,1,yes,362,417,,55,,,,,362,2023
train,bb_causal_judgement_072_rollout_002_prefix_0.json,bb_causal_judgement_072,2,0,yes,606,651,,45,,,,,606,3394
train,bb_causal_judgement_072_rollout_002_prefix_1.json,bb_causal_judgement_072,2,1,no,351,651,,300,,,,,351,1951
train,bb_causal_judgement_072_rollout_002_prefix_2.json,bb_causal_judgement_072,2,2,no,151,651,,500,,,,,151,843
train,bb_causal_judgement_072_rollout_003_prefix_0.json,bb_causal_judgement_072,3,0,yes,494,549,,55,,,,,494,2902
train,bb_causal_judgement_072_rollout_004_prefix_0.json,bb_causal_judgement_072,4,0,yes,338,363,,25,,,,,338,1923
train,bb_causal_judgement_072_rollout_004_prefix_1.json,bb_causal_judgement_072,4,1,yes,328,363,,35,,,,,328,1862
train,bb_causal_judgement_072_rollout_005_prefix_0.json,bb_causal_judgement_072,5,0,yes,227,262,,35,,,,,227,1280
train,bb_causal_judgement_072_rollout_006_prefix_0.json,bb_causal_judgement_072,6,0,yes,394,439,,45,,,,,394,2236
train,bb_causal_judgement_072_rollout_006_prefix_1.json,bb_causal_judgement_072,6,1,yes,384,439,,55,,,,,384,2167
train,bb_causal_judgement_072_rollout_007_prefix_0.json,bb_causal_judgement_072,7,0,yes,545,570,,25,,,,,545,3172
train,bb_causal_judgement_072_rollout_007_prefix_1.json,bb_causal_judgement_072,7,1,yes,535,570,,35,,,,,535,3108
train,bb_causal_judgement_072_rollout_007_prefix_2.json,bb_causal_judgement_072,7,2,no,70,570,,500,,,,,70,403
train,bb_causal_judgement_072_rollout_009_prefix_0.json,bb_causal_judgement_072,9,0,no,274,574,,300,,,,,274,1557
train,bb_causal_judgement_072_rollout_009_prefix_1.json,bb_causal_judgement_072,9,1,no,74,574,,500,,,,,74,403
train,bb_causal_judgement_072_rollout_010_prefix_0.json,bb_causal_judgement_072,10,0,yes,776,801,,25,,,,,776,4460
train,bb_causal_judgement_072_rollout_010_prefix_1.json,bb_causal_judgement_072,10,1,no,501,801,,300,,,,,501,2860
train,bb_causal_judgement_072_rollout_011_prefix_0.json,bb_causal_judgement_072,11,0,yes,424,479,,55,,,,,424,2433
train,bb_causal_judgement_072_rollout_012_prefix_0.json,bb_causal_judgement_072,12,0,yes,613,668,,55,,,,,613,3531
train,bb_causal_judgement_072_rollout_012_prefix_1.json,bb_causal_judgement_072,12,1,no,368,668,,300,,,,,368,2118
train,bb_causal_judgement_072_rollout_012_prefix_2.json,bb_causal_judgement_072,12,2,no,168,668,,500,,,,,168,898
train,bb_causal_judgement_072_rollout_014_prefix_0.json,bb_causal_judgement_072,14,0,no,172,472,,300,,,,,172,951
train,bb_causal_judgement_072_rollout_015_prefix_0.json,bb_causal_judgement_072,15,0,yes,780,835,,55,,,,,780,4542
train,bb_causal_judgement_072_rollout_015_prefix_1.json,bb_causal_judgement_072,15,1,no,135,835,,700,,,,,135,773
train,bb_causal_judgement_072_rollout_016_prefix_0.json,bb_causal_judgement_072,16,0,no,132,832,,700,,,,,132,712
train,bb_causal_judgement_072_rollout_017_prefix_0.json,bb_causal_judgement_072,17,0,yes,774,809,,35,,,,,774,4457
train,bb_causal_judgement_072_rollout_017_prefix_1.json,bb_causal_judgement_072,17,1,no,109,809,,700,,,,,109,587
train,bb_causal_judgement_072_rollout_018_prefix_0.json,bb_causal_judgement_072,18,0,yes,291,336,,45,,,,,291,1665
train,bb_causal_judgement_072_rollout_019_prefix_0.json,bb_causal_judgement_072,19,0,no,254,554,,300,,,,,254,1409
train,bb_causal_judgement_072_rollout_020_prefix_0.json,bb_causal_judgement_072,20,0,yes,369,414,,45,,,,,369,2055
train,bb_causal_judgement_072_rollout_020_prefix_1.json,bb_causal_judgement_072,20,1,no,114,414,,300,,,,,114,621
train,bb_causal_judgement_072_rollout_021_prefix_0.json,bb_causal_judgement_072,21,0,yes,442,467,,25,,,,,442,2385
train,bb_causal_judgement_072_rollout_022_prefix_0.json,bb_causal_judgement_072,22,0,yes,806,831,,25,,,,,806,4483
train,bb_causal_judgement_072_rollout_022_prefix_1.json,bb_causal_judgement_072,22,1,yes,776,831,,55,,,,,776,4312
train,bb_causal_judgement_072_rollout_023_prefix_0.json,bb_causal_judgement_072,23,0,yes,500,535,,35,,,,,500,2909
train,bb_causal_judgement_072_rollout_023_prefix_1.json,bb_causal_judgement_072,23,1,no,235,535,,300,,,,,235,1298
train,bb_causal_judgement_072_rollout_024_prefix_0.json,bb_causal_judgement_072,24,0,yes,515,570,,55,,,,,515,2928
train,bb_causal_judgement_072_rollout_024_prefix_1.json,bb_causal_judgement_072,24,1,no,270,570,,300,,,,,270,1525
train,bb_causal_judgement_072_rollout_025_prefix_0.json,bb_causal_judgement_072,25,0,yes,518,573,,55,,,,,518,2943
train,bb_causal_judgement_072_rollout_025_prefix_1.json,bb_causal_judgement_072,25,1,no,273,573,,300,,,,,273,1551
train,bb_causal_judgement_072_rollout_025_prefix_2.json,bb_causal_judgement_072,25,2,no,73,573,,500,,,,,73,407
train,bb_causal_judgement_072_rollout_026_prefix_0.json,bb_causal_judgement_072,26,0,yes,814,849,,35,,,,,814,4954
train,bb_causal_judgement_072_rollout_026_prefix_1.json,bb_causal_judgement_072,26,1,no,549,849,,300,,,,,549,3277
train,bb_causal_judgement_072_rollout_026_prefix_2.json,bb_causal_judgement_072,26,2,no,349,849,,500,,,,,349,2060
train,bb_causal_judgement_072_rollout_026_prefix_3.json,bb_causal_judgement_072,26,3,no,149,849,,700,,,,,149,867
train,bb_causal_judgement_072_rollout_027_prefix_0.json,bb_causal_judgement_072,27,0,yes,464,489,,25,,,,,464,2686
train,bb_causal_judgement_072_rollout_027_prefix_1.json,bb_causal_judgement_072,27,1,no,189,489,,300,,,,,189,1038
train,bb_causal_judgement_072_rollout_028_prefix_0.json,bb_causal_judgement_072,28,0,yes,736,761,,25,,,,,736,4168
train,bb_causal_judgement_072_rollout_028_prefix_1.json,bb_causal_judgement_072,28,1,no,461,761,,300,,,,,461,2637
train,bb_causal_judgement_072_rollout_028_prefix_2.json,bb_causal_judgement_072,28,2,no,261,761,,500,,,,,261,1415
train,bb_causal_judgement_072_rollout_029_prefix_0.json,bb_causal_judgement_072,29,0,no,33,533,,500,,,,,33,197
train,bb_causal_judgement_084_rollout_000_prefix_0.json,bb_causal_judgement_084,0,0,no,345,645,,300,,,,,345,2146
train,bb_causal_judgement_084_rollout_000_prefix_1.json,bb_causal_judgement_084,0,1,no,145,645,,500,,,,,145,915
train,bb_causal_judgement_084_rollout_001_prefix_0.json,bb_causal_judgement_084,1,0,yes,445,470,,25,,,,,445,2837
train,bb_causal_judgement_084_rollout_001_prefix_1.json,bb_causal_judgement_084,1,1,no,170,470,,300,,,,,170,1081
train,bb_causal_judgement_084_rollout_002_prefix_0.json,bb_causal_judgement_084,2,0,yes,356,381,,25,,,,,356,2211
train,bb_causal_judgement_084_rollout_003_prefix_0.json,bb_causal_judgement_084,3,0,no,280,780,,500,,,,,280,1748
train,bb_causal_judgement_084_rollout_004_prefix_0.json,bb_causal_judgement_084,4,0,yes,436,481,,45,,,,,436,2762
train,bb_causal_judgement_084_rollout_005_prefix_0.json,bb_causal_judgement_084,5,0,yes,510,545,,35,,,,,510,3303
train,bb_causal_judgement_084_rollout_005_prefix_1.json,bb_causal_judgement_084,5,1,yes,500,545,,45,,,,,500,3229
train,bb_causal_judgement_084_rollout_005_prefix_2.json,bb_causal_judgement_084,5,2,yes,490,545,,55,,,,,490,3169
train,bb_causal_judgement_084_rollout_005_prefix_3.json,bb_causal_judgement_084,5,3,no,245,545,,300,,,,,245,1612
train,bb_causal_judgement_084_rollout_005_prefix_4.json,bb_causal_judgement_084,5,4,no,45,545,,500,,,,,45,299
train,bb_causal_judgement_084_rollout_006_prefix_0.json,bb_causal_judgement_084,6,0,yes,515,540,,25,,,,,515,3210
train,bb_causal_judgement_084_rollout_006_prefix_1.json,bb_causal_judgement_084,6,1,yes,495,540,,45,,,,,495,3083
train,bb_causal_judgement_084_rollout_006_prefix_2.json,bb_causal_judgement_084,6,2,yes,485,540,,55,,,,,485,3038
train,bb_causal_judgement_084_rollout_008_prefix_0.json,bb_causal_judgement_084,8,0,no,230,530,,300,,,,,230,1393
train,bb_causal_judgement_084_rollout_008_prefix_1.json,bb_causal_judgement_084,8,1,no,30,530,,500,,,,,30,186
train,bb_causal_judgement_084_rollout_009_prefix_0.json,bb_causal_judgement_084,9,0,yes,476,501,,25,,,,,476,2960
train,bb_causal_judgement_084_rollout_009_prefix_1.json,bb_causal_judgement_084,9,1,no,201,501,,300,,,,,201,1261
train,bb_causal_judgement_084_rollout_010_prefix_0.json,bb_causal_judgement_084,10,0,no,326,626,,300,,,,,326,2058
train,bb_causal_judgement_084_rollout_010_prefix_1.json,bb_causal_judgement_084,10,1,no,126,626,,500,,,,,126,808
train,bb_causal_judgement_084_rollout_011_prefix_0.json,bb_causal_judgement_084,11,0,yes,643,678,,35,,,,,643,3973
train,bb_causal_judgement_084_rollout_011_prefix_1.json,bb_causal_judgement_084,11,1,yes,633,678,,45,,,,,633,3902
train,bb_causal_judgement_084_rollout_011_prefix_2.json,bb_causal_judgement_084,11,2,no,378,678,,300,,,,,378,2391
train,bb_causal_judgement_084_rollout_011_prefix_3.json,bb_causal_judgement_084,11,3,no,178,678,,500,,,,,178,1160
train,bb_causal_judgement_084_rollout_012_prefix_0.json,bb_causal_judgement_084,12,0,yes,640,675,,35,,,,,640,4003
train,bb_causal_judgement_084_rollout_012_prefix_1.json,bb_causal_judgement_084,12,1,no,375,675,,300,,,,,375,2347
train,bb_causal_judgement_084_rollout_013_prefix_0.json,bb_causal_judgement_084,13,0,yes,588,633,,45,,,,,588,3552
train,bb_causal_judgement_084_rollout_013_prefix_1.json,bb_causal_judgement_084,13,1,no,133,633,,500,,,,,133,821
train,bb_causal_judgement_084_rollout_014_prefix_0.json,bb_causal_judgement_084,14,0,yes,394,439,,45,,,,,394,2474
train,bb_causal_judgement_084_rollout_014_prefix_1.json,bb_causal_judgement_084,14,1,no,139,439,,300,,,,,139,881
train,bb_causal_judgement_084_rollout_015_prefix_0.json,bb_causal_judgement_084,15,0,yes,450,505,,55,,,,,450,2808
train,bb_causal_judgement_084_rollout_015_prefix_1.json,bb_causal_judgement_084,15,1,no,205,505,,300,,,,,205,1299
train,bb_causal_judgement_084_rollout_016_prefix_0.json,bb_causal_judgement_084,16,0,yes,392,427,,35,,,,,392,2402
train,bb_causal_judgement_084_rollout_016_prefix_1.json,bb_causal_judgement_084,16,1,yes,382,427,,45,,,,,382,2334
train,bb_causal_judgement_084_rollout_017_prefix_0.json,bb_causal_judgement_084,17,0,no,144,444,,300,,,,,144,884
train,bb_causal_judgement_084_rollout_018_prefix_0.json,bb_causal_judgement_084,18,0,yes,412,437,,25,,,,,412,2621
train,bb_causal_judgement_084_rollout_018_prefix_1.json,bb_causal_judgement_084,18,1,yes,402,437,,35,,,,,402,2553
train,bb_causal_judgement_084_rollout_019_prefix_0.json,bb_causal_judgement_084,19,0,yes,506,531,,25,,,,,506,3110
train,bb_causal_judgement_084_rollout_019_prefix_1.json,bb_causal_judgement_084,19,1,no,231,531,,300,,,,,231,1441
train,bb_causal_judgement_084_rollout_019_prefix_2.json,bb_causal_judgement_084,19,2,no,31,531,,500,,,,,31,198
train,bb_causal_judgement_084_rollout_020_prefix_0.json,bb_causal_judgement_084,20,0,yes,301,326,,25,,,,,301,1875
train,bb_causal_judgement_084_rollout_020_prefix_1.json,bb_causal_judgement_084,20,1,yes,291,326,,35,,,,,291,1817
train,bb_causal_judgement_084_rollout_022_prefix_0.json,bb_causal_judgement_084,22,0,yes,494,519,,25,,,,,494,3076
train,bb_causal_judgement_084_rollout_022_prefix_1.json,bb_causal_judgement_084,22,1,yes,484,519,,35,,,,,484,3013
train,bb_causal_judgement_084_rollout_022_prefix_2.json,bb_causal_judgement_084,22,2,no,219,519,,300,,,,,219,1391
train,bb_causal_judgement_084_rollout_023_prefix_0.json,bb_causal_judgement_084,23,0,no,168,468,,300,,,,,168,1042
train,bb_causal_judgement_084_rollout_024_prefix_0.json,bb_causal_judgement_084,24,0,yes,526,571,,45,,,,,526,3164
train,bb_causal_judgement_084_rollout_024_prefix_1.json,bb_causal_judgement_084,24,1,no,271,571,,300,,,,,271,1627
train,bb_causal_judgement_084_rollout_024_prefix_2.json,bb_causal_judgement_084,24,2,no,71,571,,500,,,,,71,439
train,bb_causal_judgement_084_rollout_025_prefix_0.json,bb_causal_judgement_084,25,0,yes,538,583,,45,,,,,538,3338
train,bb_causal_judgement_084_rollout_025_prefix_1.json,bb_causal_judgement_084,25,1,no,83,583,,500,,,,,83,514
train,bb_causal_judgement_084_rollout_026_prefix_0.json,bb_causal_judgement_084,26,0,yes,659,684,,25,,,,,659,3988
train,bb_causal_judgement_084_rollout_026_prefix_1.json,bb_causal_judgement_084,26,1,yes,639,684,,45,,,,,639,3860
